PlantID	SO18-H1-5-41																						
Time (rel/ms)	Date	Time	Type	No.	2:Mark	2:F	2:Fm'	2:PAR	2:Temp	2:Y (II)	2:ETR	2:Fo'	2:ETR-F.	2:qP	2:qN	2:qL	2:NPQ	2:Y (NO)	2:Y (NPQ)	2:Fo	2:Fm	2:Fv/Fm	2:Batt.
Time (rel/ms)	Date	Time	Type	No.	2:Mark	2:F	2:Fm'	2:PAR	2:Temp	2:Y (II)	2:ETR	2:Fo'	2:ETR-F.	2:qP	2:qN	2:qL	2:NPQ	2:Y (NO)	2:Y (NPQ)	2:Fo	2:Fm	2:Fv/Fm	2:Batt.
0			D		Device Nr: #2, MINI-PAM-II (PYAD0264A) 																		
0	2021-08-10	16:32:48	SLCS		Light Curve start 																		
0	2021-08-10	16:32:48	REG1		#2: alpha: - , ETRm: - , Ik: -   ( beta: - 0.003, ETRmPot: 13.846 ) 																		
0	2021-08-10	16:32:48	REG2		#2: alpha: 0.166, ETRm: 16.002, Ik: 96.596 																		
737	2021-08-10	16:32:48	SCHS		Chart start 																		
738	2021-08-10	16:32:48	FO	254	B	281	1169	0	-	0.76	0	-	0.84	-	-	-	-	-	-	281	1169	0.76	7.2
100721	2021-08-10	16:34:28	F	255	B	240	407	23	-	0.41	4	194	0.84	0.784	0.76	0.634	1.872	0.205	0.385	281	1169	0.76	7.2
200683	2021-08-10	16:36:08	F	256	B	256	429	43	-	0.403	7.3	199	0.84	0.752	0.741	0.585	1.725	0.219	0.378	281	1169	0.76	7.2
300709	2021-08-10	16:37:48	F	257	B	285	467	63	-	0.39	10.3	206	0.84	0.697	0.706	0.504	1.503	0.244	0.366	281	1169	0.76	7.2
400693	2021-08-10	16:39:28	F	258	B	267	390	87	-	0.315	11.5	190	0.84	0.615	0.775	0.438	1.997	0.228	0.457	281	1169	0.76	7.2
500679	2021-08-10	16:41:08	F	259	B	260	343	122	-	0.242	12.4	178	0.84	0.503	0.814	0.344	2.408	0.222	0.536	281	1169	0.76	7.2
600661	2021-08-10	16:42:48	F	260	B	261	316	185	-	0.174	13.5	170	0.84	0.377	0.836	0.246	2.699	0.223	0.603	281	1169	0.76	7.2
700618	2021-08-10	16:44:28	F	261	B	265	301	278	-	0.12	14	166	0.84	0.267	0.848	0.167	2.884	0.227	0.653	281	1169	0.76	7.2
800638	2021-08-10	16:46:08	F	262	B	267	292	409	-	0.086	14.8	163	0.84	0.194	0.855	0.118	3.003	0.228	0.686	281	1169	0.76	7.2
900642	2021-08-10	16:47:48	F	263	B	269	287	613	-	0.063	16.2	162	0.84	0.144	0.859	0.087	3.073	0.23	0.707	281	1169	0.76	7.2
1000624	2021-08-10	16:49:28	F	264	B	269	283	802	-	0.049	16.5	160	0.84	0.114	0.861	0.068	3.131	0.23	0.721	281	1169	0.76	7.2
1100615	2021-08-10	16:51:08	F	265	B	269	280	1122	-	0.039	18.4	159	0.84	0.091	0.864	0.054	3.175	0.23	0.731	281	1169	0.76	7.2
1200593	2021-08-10	16:52:48	F	266	B	267	275	1465	-	0.029	17.8	158	0.84	0.068	0.868	0.04	3.251	0.228	0.743	281	1169	0.76	7.2
1203464	2021-08-10	16:52:51	SLCE		Light Curve end 																		
PlantID	SO18-H1-2-22		Poor condition																				
Time (rel/ms)	Date	Time	Type	No.	2:Mark	2:F	2:Fm'	2:PAR	2:Temp	2:Y (II)	2:ETR	2:Fo'	2:ETR-F.	2:qP	2:qN	2:qL	2:NPQ	2:Y (NO)	2:Y (NPQ)	2:Fo	2:Fm	2:Fv/Fm	2:Batt.
0			D		Device Nr: #2, MINI-PAM-II (PYAD0264A) 																		
0	2021-08-10	16:55:02	SLCS		Light Curve start 																		
0	2021-08-10	16:55:02	REG1		#2: alpha: - , ETRm: - , Ik: -   ( beta: - 0.001, ETRmPot: 12.132 ) 																		
0	2021-08-10	16:55:02	REG2		#2: alpha: 0.111, ETRm: 13.064, Ik: 117.762 																		
1002	2021-08-10	16:55:03	SCHS		Chart start 																		
1003	2021-08-10	16:55:03	FO	267	B	379	1134	0	-	0.666	0	-	0.84	-	-	-	-	-	-	379	1134	0.666	7.2
100985	2021-08-10	16:56:43	F	268	B	501	687	23	-	0.271	2.6	311	0.84	0.495	0.502	0.307	0.651	0.442	0.287	379	1134	0.666	7.2
200996	2021-08-10	16:58:23	F	269	B	468	629	43	-	0.256	4.6	299	0.84	0.488	0.563	0.312	0.803	0.413	0.331	379	1134	0.666	7.2
300977	2021-08-10	17:00:03	F	270	B	489	671	63	-	0.271	7.2	308	0.84	0.501	0.519	0.316	0.69	0.431	0.298	379	1134	0.666	7.2
400965	2021-08-10	17:01:43	F	271	B	505	666	87	-	0.242	8.8	307	0.84	0.448	0.525	0.272	0.703	0.445	0.313	379	1134	0.666	7.2
500947	2021-08-10	17:03:23	F	272	B	421	516	122	-	0.184	9.4	271	0.84	0.388	0.675	0.25	1.198	0.371	0.445	379	1134	0.666	7.1
600936	2021-08-10	17:05:03	F	273	B	385	449	185	-	0.143	11.1	251	0.84	0.323	0.738	0.211	1.526	0.34	0.517	379	1134	0.666	7.3
700921	2021-08-10	17:06:43	F	274	B	361	401	278	-	0.1	11.7	235	0.84	0.241	0.78	0.157	1.828	0.318	0.582	379	1134	0.666	7.2
800923	2021-08-10	17:08:23	F	275	B	334	362	409	-	0.077	13.2	221	0.84	0.199	0.813	0.132	2.133	0.295	0.628	379	1134	0.666	7.2
900913	2021-08-10	17:10:03	F	276	B	317	332	613	-	0.045	11.6	210	0.84	0.123	0.838	0.081	2.416	0.28	0.675	379	1134	0.666	7.2
1000892	2021-08-10	17:11:43	F	277	B	297	310	802	-	0.042	14.1	201	0.84	0.119	0.856	0.081	2.658	0.262	0.696	379	1134	0.666	7.2
1100875	2021-08-10	17:13:23	F	278	B	281	290	1122	-	0.031	14.6	192	0.84	0.092	0.87	0.063	2.91	0.248	0.721	379	1134	0.666	7.2
1200866	2021-08-10	17:15:03	F	279	B	267	273	1464	-	0.022	13.5	185	0.84	0.068	0.883	0.047	3.154	0.235	0.743	379	1134	0.666	7.2
1203886	2021-08-10	17:15:06	SLCE		Light Curve end 																		
PlantID	SO18-H3-4-38																						
Time (rel/ms)	Date	Time	Type	No.	2:Mark	2:F	2:Fm'	2:PAR	2:Temp	2:Y (II)	2:ETR	2:Fo'	2:ETR-F.	2:qP	2:qN	2:qL	2:NPQ	2:Y (NO)	2:Y (NPQ)	2:Fo	2:Fm	2:Fv/Fm	2:Batt.
0			D		Device Nr: #2, MINI-PAM-II (PYAD0264A) 																		
0	2021-08-10	17:20:21	SLCS		Light Curve start 																		
0	2021-08-10	17:20:21	REG1		#2: alpha: - , ETRm: - , Ik: -   ( beta: - 0.002, ETRmPot: 14.271 ) 																		
0	2021-08-10	17:20:21	REG2		#2: alpha: 0.096, ETRm: 15.692, Ik: 162.952 																		
578	2021-08-10	17:20:21	SCHS		Chart start 																		
579	2021-08-10	17:20:21	FO	280	B	222	839	0	-	0.735	0	-	0.84	-	-	-	-	-	-	222	839	0.735	7.2
100556	2021-08-10	17:22:01	F	281	B	409	573	23	-	0.286	2.8	198	0.84	0.437	0.392	0.212	0.464	0.487	0.227	222	839	0.735	7.2
200545	2021-08-10	17:23:41	F	282	B	334	430	43	-	0.223	4	177	0.84	0.379	0.59	0.201	0.951	0.398	0.379	222	839	0.735	7.2
300527	2021-08-10	17:25:21	F	283	B	290	363	63	-	0.201	5.3	165	0.84	0.369	0.679	0.21	1.311	0.346	0.453	222	839	0.735	7.2
400520	2021-08-10	17:27:01	F	284	B	272	343	87	-	0.207	7.6	161	0.84	0.39	0.705	0.231	1.446	0.324	0.469	222	839	0.735	7.2
500517	2021-08-10	17:28:41	F	285	B	288	361	122	-	0.202	10.4	164	0.84	0.371	0.681	0.211	1.324	0.343	0.455	222	839	0.735	7.2
600504	2021-08-10	17:30:21	F	286	B	308	369	185	-	0.165	12.8	166	0.84	0.3	0.671	0.162	1.274	0.367	0.468	222	839	0.735	7.2
700469	2021-08-10	17:32:01	F	287	B	308	350	277	-	0.12	14	162	0.84	0.223	0.695	0.117	1.397	0.367	0.513	222	839	0.735	7.2
800474	2021-08-10	17:33:41	F	288	B	297	328	409	-	0.095	16.3	157	0.84	0.181	0.723	0.096	1.558	0.354	0.551	222	839	0.735	7.2
900462	2021-08-10	17:35:21	F	289	B	267	283	613	-	0.057	14.7	146	0.84	0.117	0.778	0.064	1.965	0.318	0.625	222	839	0.735	7.2
1000445	2021-08-10	17:37:01	F	290	B	235	245	802	-	0.041	13.8	135	0.84	0.091	0.822	0.052	2.424	0.28	0.679	222	839	0.735	7.2
1100452	2021-08-10	17:38:41	F	291	B	208	215	1121	-	0.033	15.5	126	0.84	0.079	0.856	0.048	2.902	0.248	0.719	222	839	0.735	7.2
1200440	2021-08-10	17:40:21	F	292	B	194	200	1464	-	0.03	18.4	120	0.84	0.075	0.87	0.046	3.195	0.231	0.739	222	839	0.735	7.2
1203323	2021-08-10	17:40:24	SLCE		Light Curve end 																		
PlantID	SO18-H1-2-24																						
Time (rel/ms)	Date	Time	Type	No.	2:Mark	2:F	2:Fm'	2:PAR	2:Temp	2:Y (II)	2:ETR	2:Fo'	2:ETR-F.	2:qP	2:qN	2:qL	2:NPQ	2:Y (NO)	2:Y (NPQ)	2:Fo	2:Fm	2:Fv/Fm	2:Batt.
0			D		Device Nr: #2, MINI-PAM-II (PYAD0264A) 																		
0	2021-08-10	17:43:31	SLCS		Light Curve start 																		
0	2021-08-10	17:43:31	REG1		#2: alpha: - , ETRm: - , Ik: -   ( beta: - 0.001, ETRmPot: 18.854 ) 																		
0	2021-08-10	17:43:31	REG2		#2: alpha: 0.215, ETRm: 19.575, Ik: 90.839 																		
869	2021-08-10	17:43:32	SCHS		Chart start 																		
870	2021-08-10	17:43:32	FO	293	B	332	1565	0	-	0.788	0	-	0.84	-	-	-	-	-	-	332	1565	0.788	7.2
100858	2021-08-10	17:45:12	F	294	B	326	581	23	-	0.439	4.2	244	0.84	0.757	0.727	0.567	1.694	0.208	0.353	332	1565	0.788	7.2
200838	2021-08-10	17:46:52	F	295	B	319	581	43	-	0.451	8.1	244	0.84	0.777	0.727	0.594	1.694	0.204	0.345	332	1565	0.788	7.2
300848	2021-08-10	17:48:32	F	296	B	329	619	63	-	0.468	12.4	251	0.84	0.788	0.702	0.601	1.528	0.21	0.322	332	1565	0.788	7.2
400834	2021-08-10	17:50:12	F	297	B	306	521	87	-	0.413	15.1	233	0.84	0.747	0.766	0.569	2.004	0.196	0.391	332	1565	0.788	7.2
500813	2021-08-10	17:51:52	F	298	B	290	433	122	-	0.33	16.9	214	0.84	0.653	0.822	0.482	2.614	0.185	0.485	332	1565	0.788	7.2
600803	2021-08-10	17:53:32	F	299	B	291	380	185	-	0.234	18.2	200	0.84	0.494	0.854	0.34	3.118	0.186	0.58	332	1565	0.788	7.2
700785	2021-08-10	17:55:12	F	300	B	297	355	278	-	0.163	19	193	0.84	0.358	0.869	0.233	3.408	0.19	0.647	332	1565	0.788	7.2
800766	2021-08-10	17:56:52	F	301	B	302	340	409	-	0.112	19.2	188	0.84	0.25	0.877	0.156	3.603	0.193	0.695	332	1565	0.788	7.2
900779	2021-08-10	17:58:32	F	302	B	305	329	613	-	0.073	18.8	185	0.84	0.167	0.883	0.101	3.757	0.195	0.732	332	1565	0.788	7.2
1000761	2021-08-10	18:00:12	F	303	B	305	324	803	-	0.059	19.9	183	0.84	0.135	0.886	0.081	3.83	0.195	0.746	332	1565	0.788	7.2
1100740	2021-08-10	18:01:51	F	304	B	306	319	1123	-	0.041	19.3	182	0.84	0.095	0.889	0.057	3.906	0.196	0.763	332	1565	0.788	7.2
1200731	2021-08-10	18:03:31	F	305	B	305	316	1466	-	0.035	21.6	181	0.84	0.081	0.891	0.048	3.953	0.195	0.77	332	1565	0.788	7.2
1203829	2021-08-10	18:03:35	SLCE		Light Curve end 																		
PlantID	SO18-H1-2-36																						
Time (rel/ms)	Date	Time	Type	No.	2:Mark	2:F	2:Fm'	2:PAR	2:Temp	2:Y (II)	2:ETR	2:Fo'	2:ETR-F.	2:qP	2:qN	2:qL	2:NPQ	2:Y (NO)	2:Y (NPQ)	2:Fo	2:Fm	2:Fv/Fm	2:Batt.
0			D		Device Nr: #2, MINI-PAM-II (PYAD0264A) 																		
0	2021-08-10	18:06:40	SLCS		Light Curve start 																		
0	2021-08-10	18:06:40	REG1		#2: alpha: 0.216, ETRm: 16.329, Ik: 75.510   ( beta: 0.003, ETRmPot: 17.420 ) 																		
0	2021-08-10	18:06:40	REG2		#2: alpha: 0.176, ETRm: 15.434, Ik: 87.782 																		
1076	2021-08-10	18:06:41	SCHS		Chart start 																		
1077	2021-08-10	18:06:41	FO	306	B	237	974	0	-	0.757	0	-	0.84	-	-	-	-	-	-	237	974	0.757	7.2
101081	2021-08-10	18:08:21	F	307	B	345	534	23	-	0.354	3.4	197	0.84	0.561	0.543	0.32	0.824	0.354	0.292	237	974	0.757	7.2
201057	2021-08-10	18:10:01	F	308	B	352	529	43	-	0.335	6.1	197	0.84	0.533	0.55	0.298	0.841	0.361	0.304	237	974	0.757	7.2
301056	2021-08-10	18:11:41	F	309	B	405	636	63	-	0.363	9.6	210	0.84	0.542	0.422	0.281	0.531	0.416	0.221	237	974	0.757	7.2
401034	2021-08-10	18:13:21	F	310	B	447	683	87	-	0.346	12.6	215	0.84	0.504	0.365	0.242	0.426	0.459	0.195	237	974	0.757	7.2
501026	2021-08-10	18:15:01	F	311	B	382	524	122	-	0.271	13.9	196	0.84	0.433	0.555	0.222	0.859	0.392	0.337	237	974	0.757	7.2
601008	2021-08-10	18:16:41	F	312	B	330	408	185	-	0.191	14.8	177	0.84	0.338	0.687	0.181	1.387	0.339	0.47	237	974	0.757	7.2
701017	2021-08-10	18:18:21	F	313	B	307	354	278	-	0.133	15.5	166	0.84	0.25	0.745	0.135	1.751	0.315	0.552	237	974	0.757	7.2
801000	2021-08-10	18:20:01	F	314	B	281	309	410	-	0.091	15.7	156	0.84	0.183	0.792	0.102	2.152	0.289	0.62	237	974	0.757	7.2
900978	2021-08-10	18:21:41	F	315	B	261	278	614	-	0.061	15.7	147	0.84	0.13	0.822	0.073	2.504	0.268	0.671	237	974	0.757	7.2
1000965	2021-08-10	18:23:21	F	316	B	245	258	803	-	0.05	16.9	141	0.84	0.111	0.841	0.064	2.775	0.252	0.698	237	974	0.757	7.2
1100951	2021-08-10	18:25:01	F	317	B	235	243	1123	-	0.033	15.6	137	0.84	0.075	0.856	0.044	3.008	0.241	0.726	237	974	0.757	7.3
1200937	2021-08-10	18:26:41	F	318	B	228	233	1467	-	0.021	12.9	134	0.84	0.051	0.866	0.03	3.18	0.234	0.745	237	974	0.757	7.1
1204133	2021-08-10	18:26:44	SLCE		Light Curve end 																		
PlantID	SO18-H1-2-9																						
Time (rel/ms)	Date	Time	Type	No.	2:Mark	2:F	2:Fm'	2:PAR	2:Temp	2:Y (II)	2:ETR	2:Fo'	2:ETR-F.	2:qP	2:qN	2:qL	2:NPQ	2:Y (NO)	2:Y (NPQ)	2:Fo	2:Fm	2:Fv/Fm	2:Batt.
0			D		Device Nr: #2, MINI-PAM-II (PYAD0264A) 																		
0	2021-08-10	18:28:28	SLCS		Light Curve start 																		
0	2021-08-10	18:28:28	REG1		#2: alpha: 0.288, ETRm: 23.134, Ik: 80.238   ( beta: 0.001, ETRmPot: 23.628 ) 																		
0	2021-08-10	18:28:28	REG2		#2: alpha: 0.224, ETRm: 22.677, Ik: 101.363 																		
1154	2021-08-10	18:28:29	SCHS		Chart start 																		
1155	2021-08-10	18:28:29	FO	319	B	239	1087	0	-	0.78	0	-	0.84	-	-	-	-	-	-	239	1087	0.78	7.2
101143	2021-08-10	18:30:09	F	320	B	308	565	23	-	0.455	4.4	199	0.84	0.702	0.568	0.454	0.924	0.283	0.262	239	1087	0.78	7.2
201127	2021-08-10	18:31:49	F	321	B	311	618	43	-	0.497	9	205	0.84	0.743	0.513	0.49	0.759	0.286	0.217	239	1087	0.78	7.2
301112	2021-08-10	18:33:29	F	322	B	291	567	63	-	0.487	12.9	199	0.84	0.75	0.566	0.513	0.917	0.268	0.245	239	1087	0.78	7.2
401091	2021-08-10	18:35:09	F	323	B	272	484	87	-	0.438	16	188	0.84	0.716	0.651	0.495	1.246	0.25	0.312	239	1087	0.78	7.2
501083	2021-08-10	18:36:49	F	324	B	251	398	122	-	0.369	18.9	173	0.84	0.653	0.735	0.45	1.731	0.231	0.4	239	1087	0.78	7.2
601090	2021-08-10	18:38:29	F	325	B	251	345	185	-	0.272	21.1	162	0.84	0.514	0.784	0.332	2.151	0.231	0.497	239	1087	0.78	7.2
701052	2021-08-10	18:40:09	F	326	B	242	300	278	-	0.193	22.5	152	0.84	0.392	0.825	0.246	2.623	0.223	0.584	239	1087	0.78	7.2
801052	2021-08-10	18:41:49	F	327	B	242	276	411	-	0.123	21.2	145	0.84	0.26	0.846	0.156	2.938	0.223	0.654	239	1087	0.78	7.2
901045	2021-08-10	18:43:29	F	328	B	240	263	615	-	0.087	22.5	142	0.84	0.19	0.857	0.112	3.133	0.221	0.692	239	1087	0.78	7.3
1001024	2021-08-10	18:45:09	F	329	B	233	252	804	-	0.075	25.3	138	0.84	0.167	0.866	0.099	3.313	0.214	0.711	239	1087	0.78	7.3
1101010	2021-08-10	18:46:49	F	330	B	230	242	1125	-	0.05	23.6	135	0.84	0.112	0.874	0.066	3.492	0.212	0.738	239	1087	0.78	7.2
1201021	2021-08-10	18:48:29	F	331	B	227	235	1470	-	0.034	21	133	0.84	0.078	0.88	0.046	3.626	0.209	0.757	239	1087	0.78	7.2
1203886	2021-08-10	18:48:32	SLCE		Light Curve end 																		
PlantID	SO18-H1-2-7																						
Time (rel/ms)	Date	Time	Type	No.	2:Mark	2:F	2:Fm'	2:PAR	2:Temp	2:Y (II)	2:ETR	2:Fo'	2:ETR-F.	2:qP	2:qN	2:qL	2:NPQ	2:Y (NO)	2:Y (NPQ)	2:Fo	2:Fm	2:Fv/Fm	2:Batt.
0			D		Device Nr: #2, MINI-PAM-II (PYAD0264A) 																		
0	2021-08-10	18:50:08	SLCS		Light Curve start 																		
0	2021-08-10	18:50:08	REG1		#2: alpha: - , ETRm: - , Ik: -   ( beta: - 0.002, ETRmPot: 13.735 ) 																		
0	2021-08-10	18:50:08	REG2		#2: alpha: 0.164, ETRm: 15.330, Ik: 93.711 																		
848	2021-08-10	18:50:09	SCHS		Chart start 																		
849	2021-08-10	18:50:09	FO	332	B	230	837	0	-	0.725	0	-	0.84	-	-	-	-	-	-	230	837	0.725	7.2
100830	2021-08-10	18:51:49	F	333	B	317	493	23	-	0.357	3.4	193	0.84	0.587	0.506	0.357	0.698	0.379	0.264	230	837	0.725	7.2
200817	2021-08-10	18:53:29	F	334	B	292	423	43	-	0.31	5.6	181	0.84	0.541	0.601	0.335	0.979	0.349	0.341	230	837	0.725	7.2
300771	2021-08-10	18:55:09	F	335	B	299	443	63	-	0.325	8.6	185	0.84	0.558	0.575	0.345	0.889	0.357	0.318	230	837	0.725	7.2
400751	2021-08-10	18:56:49	F	336	B	334	493	87	-	0.323	11.8	193	0.84	0.53	0.506	0.306	0.698	0.399	0.278	230	837	0.725	7.2
500762	2021-08-10	18:58:29	F	337	B	355	498	122	-	0.287	14.7	194	0.84	0.47	0.499	0.257	0.681	0.424	0.289	230	837	0.725	7.3
600776	2021-08-10	19:00:09	F	338	B	321	392	185	-	0.181	14.1	175	0.84	0.327	0.643	0.178	1.135	0.384	0.435	230	837	0.725	7.2
700757	2021-08-10	19:01:49	F	339	B	278	314	278	-	0.115	13.4	158	0.84	0.231	0.743	0.131	1.666	0.332	0.553	230	837	0.725	7.2
800751	2021-08-10	19:03:29	F	340	B	250	273	410	-	0.084	14.5	147	0.84	0.183	0.792	0.108	2.066	0.299	0.617	230	837	0.725	7.2
900736	2021-08-10	19:05:09	F	341	B	232	246	614	-	0.057	14.7	139	0.84	0.131	0.824	0.078	2.402	0.277	0.666	230	837	0.725	7.2
1000714	2021-08-10	19:06:49	F	342	B	215	225	803	-	0.044	14.8	132	0.84	0.108	0.847	0.066	2.72	0.257	0.699	230	837	0.725	7.3
1100723	2021-08-10	19:08:29	F	343	B	204	211	1123	-	0.033	15.6	127	0.84	0.083	0.862	0.052	2.967	0.244	0.723	230	837	0.725	7.3
1200712	2021-08-10	19:10:09	F	344	B	195	201	1467	-	0.03	18.5	123	0.84	0.077	0.871	0.049	3.164	0.233	0.737	230	837	0.725	7.2
1204016	2021-08-10	19:10:12	SLCE		Light Curve end 																		
PlantID	SO18-H1-2-8																						
Time (rel/ms)	Date	Time	Type	No.	2:Mark	2:F	2:Fm'	2:PAR	2:Temp	2:Y (II)	2:ETR	2:Fo'	2:ETR-F.	2:qP	2:qN	2:qL	2:NPQ	2:Y (NO)	2:Y (NPQ)	2:Fo	2:Fm	2:Fv/Fm	2:Batt.
0			D		Device Nr: #2, MINI-PAM-II (PYAD0264A) 																		
0	2021-08-10	19:12:50	SLCS		Light Curve start 																		
0	2021-08-10	19:12:50	REG1		#2: alpha: - , ETRm: - , Ik: -   ( beta: - 0.003, ETRmPot: 12.641 ) 																		
0	2021-08-10	19:12:50	REG2		#2: alpha: 0.115, ETRm: 15.599, Ik: 135.770 																		
937	2021-08-10	19:12:51	SCHS		Chart start 																		
938	2021-08-10	19:12:51	FO	345	B	262	783	0	-	0.665	0	-	0.84	-	-	-	-	-	-	262	783	0.665	7.2
100919	2021-08-10	19:14:31	F	346	B	326	470	23	-	0.306	3	214	0.84	0.563	0.509	0.37	0.666	0.416	0.278	262	783	0.665	7.2
200905	2021-08-10	19:16:11	F	347	B	317	440	43	-	0.28	5.1	208	0.84	0.53	0.555	0.348	0.78	0.405	0.315	262	783	0.665	7.2
300906	2021-08-10	19:17:51	F	348	B	338	477	63	-	0.291	7.7	216	0.84	0.533	0.499	0.341	0.642	0.432	0.277	262	783	0.665	7.2
400894	2021-08-10	19:19:31	F	349	B	365	498	87	-	0.267	9.8	220	0.84	0.478	0.466	0.288	0.572	0.466	0.267	262	783	0.665	7.2
500875	2021-08-10	19:21:11	F	350	B	342	437	122	-	0.217	11.1	207	0.84	0.413	0.559	0.25	0.792	0.437	0.346	262	783	0.665	7.3
600860	2021-08-10	19:22:51	F	351	B	290	342	185	-	0.152	11.8	183	0.84	0.327	0.695	0.206	1.289	0.37	0.478	262	783	0.665	7.2
700848	2021-08-10	19:24:31	F	352	B	270	304	278	-	0.112	13.1	172	0.84	0.258	0.747	0.164	1.576	0.345	0.543	262	783	0.665	7.2
800832	2021-08-10	19:26:11	F	353	B	252	274	409	-	0.08	13.7	162	0.84	0.196	0.785	0.126	1.858	0.322	0.598	262	783	0.665	7.3
900840	2021-08-10	19:27:51	F	354	B	235	251	613	-	0.064	16.5	153	0.84	0.163	0.812	0.106	2.12	0.3	0.636	262	783	0.665	7.2
1000824	2021-08-10	19:29:31	F	355	B	222	231	802	-	0.039	13.1	146	0.84	0.106	0.837	0.07	2.39	0.284	0.677	262	783	0.665	7.3
1100769	2021-08-10	19:31:11	F	356	B	210	219	1123	-	0.041	19.3	141	0.84	0.115	0.85	0.077	2.575	0.268	0.691	262	783	0.665	7.2
1200793	2021-08-10	19:32:51	F	357	B	201	207	1465	-	0.029	17.8	136	0.84	0.085	0.864	0.058	2.783	0.257	0.714	262	783	0.665	7.3
1203356	2021-08-10	19:32:53	SLCE		Light Curve end 																		
PlantID	SO18-H1-2-27																						
Time (rel/ms)	Date	Time	Type	No.	2:Mark	2:F	2:Fm'	2:PAR	2:Temp	2:Y (II)	2:ETR	2:Fo'	2:ETR-F.	2:qP	2:qN	2:qL	2:NPQ	2:Y (NO)	2:Y (NPQ)	2:Fo	2:Fm	2:Fv/Fm	2:Batt.
0			D		Device Nr: #2, MINI-PAM-II (PYAD0264A) 																		
0	2021-08-10	19:34:49	SLCS		Light Curve start 																		
0	2021-08-10	19:34:49	REG1		#2: alpha: - , ETRm: - , Ik: -   ( beta: - 0.002, ETRmPot: 14.768 ) 																		
0	2021-08-10	19:34:49	REG2		#2: alpha: 0.193, ETRm: 16.383, Ik: 85.051 																		
551	2021-08-10	19:34:50	SCHS		Chart start 																		
552	2021-08-10	19:34:50	FO	358	B	327	1486	0	-	0.78	0	-	0.84	-	-	-	-	-	-	327	1486	0.78	7.2
100539	2021-08-10	19:36:30	F	359	B	420	769	23	-	0.454	4.4	271	0.84	0.701	0.57	0.452	0.932	0.283	0.263	327	1486	0.78	7.2
200542	2021-08-10	19:38:10	F	360	B	471	856	43	-	0.45	8.1	281	0.84	0.67	0.504	0.4	0.736	0.317	0.233	327	1486	0.78	7.3
300522	2021-08-10	19:39:50	F	361	B	446	757	63	-	0.411	10.9	270	0.84	0.639	0.58	0.387	0.963	0.3	0.289	327	1486	0.78	7.2
400513	2021-08-10	19:41:30	F	362	B	395	599	87	-	0.341	12.5	247	0.84	0.58	0.696	0.363	1.481	0.266	0.393	327	1486	0.78	7.2
500492	2021-08-10	19:43:10	F	363	B	364	496	122	-	0.266	13.6	227	0.84	0.491	0.768	0.306	1.996	0.245	0.489	327	1486	0.78	7.2
600475	2021-08-10	19:44:50	F	364	B	348	431	185	-	0.193	15	213	0.84	0.381	0.812	0.233	2.448	0.234	0.573	327	1486	0.78	7.2
700465	2021-08-10	19:46:30	F	365	B	341	396	277	-	0.139	16.2	204	0.84	0.286	0.834	0.171	2.753	0.229	0.632	327	1486	0.78	7.2
800468	2021-08-10	19:48:10	F	366	B	328	363	409	-	0.096	16.5	195	0.84	0.208	0.855	0.124	3.094	0.221	0.683	327	1486	0.78	7.2
900457	2021-08-10	19:49:50	F	367	B	323	344	613	-	0.061	15.7	189	0.84	0.135	0.866	0.079	3.32	0.217	0.722	327	1486	0.78	7.2
1000439	2021-08-10	19:51:30	F	368	B	318	332	802	-	0.042	14.1	185	0.84	0.095	0.873	0.055	3.476	0.214	0.744	327	1486	0.78	7.2
1100426	2021-08-10	19:53:10	F	369	B	312	324	1121	-	0.037	17.4	183	0.84	0.085	0.878	0.05	3.586	0.21	0.753	327	1486	0.78	7.2
1200408	2021-08-10	19:54:50	F	370	B	307	317	1465	-	0.032	19.7	181	0.84	0.074	0.883	0.044	3.688	0.207	0.761	327	1486	0.78	7.3
1202831	2021-08-10	19:54:52	SLCE		Light Curve end 																		
PlantID	SO18-H3-13-16	LOW FV/FM																					
Time (rel/ms)	Date	Time	Type	No.	2:Mark	2:F	2:Fm'	2:PAR	2:Temp	2:Y (II)	2:ETR	2:Fo'	2:ETR-F.	2:qP	2:qN	2:qL	2:NPQ	2:Y (NO)	2:Y (NPQ)	2:Fo	2:Fm	2:Fv/Fm	2:Batt.
0			D		Device Nr: #2, MINI-PAM-II (PYAD0264A) 																		
0	2021-09-01	09:43:21	SLCS		Light Curve start 																		
0	2021-09-01	09:43:21	REG1		#2: alpha: - , ETRm: - , Ik: -   ( beta: - 0.002, ETRmPot: 12.388 ) 																		
0	2021-09-01	09:43:21	REG2		#2: alpha: 0.114, ETRm: 14.179, Ik: 124.525 																		
1306	2021-09-01	09:43:22	SCHS		Chart start 																		
1307	2021-09-01	09:43:22	FO	2	B	234	681	0	-	0.656	0	-	0.84	-	-	-	-	-	-	234	681	0.656	7.3
101289	2021-09-01	09:45:02	F	3	B	308	422	23	-	0.27	2.6	193	0.84	0.498	0.488	0.312	0.614	0.452	0.278	234	681	0.656	7.3
201277	2021-09-01	09:46:42	F	4	B	258	349	43	-	0.261	4.7	176	0.84	0.526	0.613	0.359	0.951	0.379	0.36	234	681	0.656	7.3
301255	2021-09-01	09:48:22	F	5	B	259	347	62	-	0.254	6.6	176	0.84	0.515	0.617	0.35	0.963	0.38	0.366	234	681	0.656	7.3
